timestamp,sensor_id,tipo,valor
2025-10-01 01:15,L01,luminosidade,0.0
2025-10-01 01:15,L02,luminosidade,38.69
2025-10-01 01:15,L03,luminosidade,0.0
2025-10-01 01:15,O01,ocupacao,0.0
2025-10-01 01:15,O02,ocupacao,0.0
2025-10-01 01:15,O03,ocupacao,0.0
2025-10-01 01:15,T01,temperatura,20.17
2025-10-01 01:15,T02,temperatura,20.71
2025-10-01 01:15,T03,temperatura,19.19
2025-10-01 01:30,L01,luminosidade,30.58
2025-10-01 01:30,L02,luminosidade,51.55
2025-10-01 01:30,L03,luminosidade,46.56
2025-10-01 01:30,O01,ocupacao,0.0
2025-10-01 01:30,O02,ocupacao,0.0
2025-10-01 01:30,O03,ocupacao,0.0
2025-10-01 01:30,T01,temperatura,20.26
2025-10-01 01:30,T02,temperatura,19.69
2025-10-01 01:30,T03,temperatura,19.46
2025-10-01 01:45,L01,luminosidade,0.0
2025-10-01 01:45,L02,luminosidade,58.99
2025-10-01 01:45,L03,luminosidade,0.0
2025-10-01 01:45,O01,ocupacao,0.0
2025-10-01 01:45,O02,ocupacao,0.0
2025-10-01 01:45,O03,ocupacao,0.0
2025-10-01 01:45,T01,temperatura,18.79
2025-10-01 01:45,T02,temperatura,20.88
2025-10-01 01:45,T03,temperatura,19.86
2025-10-01 02:00,L01,luminosidade,76.9
2025-10-01 02:00,L02,luminosidade,0.0
2025-10-01 02:00,L03,luminosidade,78.23
2025-10-01 02:00,O01,ocupacao,0.0
2025-10-01 02:00,O02,ocupacao,0.0
2025-10-01 02:00,O03,ocupacao,1.0
2025-10-01 02:00,T01,temperatura,20.29
2025-10-01 02:00,T02,temperatura,19.48
2025-10-01 02:00,T03,temperatura,20.29
2025-10-01 02:15,L01,luminosidade,0.95
2025-10-01 02:15,L02,luminosidade,0.0
2025-10-01 02:15,L03,luminosidade,0.0
2025-10-01 02:15,O01,ocupacao,0.0
2025-10-01 02:15,O02,ocupacao,0.0
2025-10-01 02:15,O03,ocupacao,0.0
2025-10-01 02:15,T01,temperatura,18.86
2025-10-01 02:15,T02,temperatura,20.83
2025-10-01 02:15,T03,temperatura,20.72
2025-10-01 02:30,L01,luminosidade,16.44
2025-10-01 02:30,L02,luminosidade,0.0
2025-10-01 02:30,L03,luminosidade,25.66
2025-10-01 02:30,O01,ocupacao,0.0
2025-10-01 02:30,O02,ocupacao,0.0
2025-10-01 02:30,O03,ocupacao,0.0
2025-10-01 02:30,T01,temperatura,19.35
2025-10-01 02:30,T02,temperatura,19.6
2025-10-01 02:30,T03,temperatura,20.73
2025-10-01 02:45,L01,luminosidade,0.0
2025-10-01 02:45,L02,luminosidade,63.69
2025-10-01 02:45,L03,luminosidade,0.0
2025-10-01 02:45,O01,ocupacao,0.0
2025-10-01 02:45,O02,ocupacao,1.0
2025-10-01 02:45,O03,ocupacao,0.0
2025-10-01 02:45,T01,temperatura,19.75
2025-10-01 02:45,T02,temperatura,20.54
2025-10-01 02:45,T03,temperatura,19.79
2025-10-01 03:00,L01,luminosidade,0.0
2025-10-01 03:00,L02,luminosidade,0.0
2025-10-01 03:00,L03,luminosidade,20.2
2025-10-01 03:00,O01,ocupacao,0.0
2025-10-01 03:00,O02,ocupacao,0.0
2025-10-01 03:00,O03,ocupacao,0.0
2025-10-01 03:00,T01,temperatura,18.87
2025-10-01 03:00,T02,temperatura,19.66
2025-10-01 03:00,T03,temperatura,19.73
2025-10-01 03:15,L01,luminosidade,0.0
2025-10-01 03:15,L02,luminosidade,5.12
2025-10-01 03:15,L03,luminosidade,0.0
2025-10-01 03:15,O01,ocupacao,0.0
2025-10-01 03:15,O02,ocupacao,0.0
2025-10-01 03:15,O03,ocupacao,0.0
2025-10-01 03:15,T01,temperatura,19.99
2025-10-01 03:15,T02,temperatura,18.66
2025-10-01 03:15,T03,temperatura,19.14
2025-10-01 03:30,L01,luminosidade,0.0
2025-10-01 03:30,L02,luminosidade,57.14
2025-10-01 03:30,L03,luminosidade,37.6
2025-10-01 03:30,O01,ocupacao,0.0
2025-10-01 03:30,O02,ocupacao,0.0
2025-10-01 03:30,O03,ocupacao,0.0
2025-10-01 03:30,T01,temperatura,19.85
2025-10-01 03:30,T02,temperatura,20.24
2025-10-01 03:30,T03,temperatura,19.97
2025-10-01 03:45,L01,luminosidade,3.84
2025-10-01 03:45,L02,luminosidade,0.0
2025-10-01 03:45,L03,luminosidade,46.16
2025-10-01 03:45,O01,ocupacao,0.0
2025-10-01 03:45,O02,ocupacao,1.0
2025-10-01 03:45,O03,ocupacao,0.0
2025-10-01 03:45,T01,temperatura,21.12
2025-10-01 03:45,T02,temperatura,21.11
2025-10-01 03:45,T03,temperatura,19.3
2025-10-01 04:00,L01,luminosidade,23.68
2025-10-01 04:00,L02,luminosidade,0.0
2025-10-01 04:00,L03,luminosidade,77.5
2025-10-01 04:00,O01,ocupacao,0.0
2025-10-01 04:00,O02,ocupacao,0.0
2025-10-01 04:00,O03,ocupacao,0.0
2025-10-01 04:00,T01,temperatura,18.76
2025-10-01 04:00,T02,temperatura,20.05
2025-10-01 04:00,T03,temperatura,19.15
2025-10-01 04:15,L01,luminosidade,26.32
2025-10-01 04:15,L02,luminosidade,68.19
2025-10-01 04:15,L03,luminosidade,126.96
2025-10-01 04:15,O01,ocupacao,0.0
2025-10-01 04:15,O02,ocupacao,0.0
2025-10-01 04:15,O03,ocupacao,0.0
2025-10-01 04:15,T01,temperatura,19.71
2025-10-01 04:15,T02,temperatura,20.44
2025-10-01 04:15,T03,temperatura,20.84
2025-10-01 04:30,L01,luminosidade,0.0
2025-10-01 04:30,L02,luminosidade,26.1
2025-10-01 04:30,L03,luminosidade,14.85
2025-10-01 04:30,O01,ocupacao,0.0
2025-10-01 04:30,O02,ocupacao,0.0
2025-10-01 04:30,O03,ocupacao,0.0
2025-10-01 04:30,T01,temperatura,20.21
2025-10-01 04:30,T02,temperatura,20.63
2025-10-01 04:30,T03,temperatura,19.01
2025-10-01 04:45,L01,luminosidade,0.0
2025-10-01 04:45,L02,luminosidade,52.47
2025-10-01 04:45,L03,luminosidade,66.26
2025-10-01 04:45,O01,ocupacao,0.0
2025-10-01 04:45,O02,ocupacao,0.0
2025-10-01 04:45,O03,ocupacao,0.0
2025-10-01 04:45,T01,temperatura,20.18
2025-10-01 04:45,T02,temperatura,20.68
2025-10-01 04:45,T03,temperatura,20.14
2025-10-01 05:00,L01,luminosidade,20.64
2025-10-01 05:00,L02,luminosidade,41.1
2025-10-01 05:00,L03,luminosidade,94.84
2025-10-01 05:00,O01,ocupacao,0.0
2025-10-01 05:00,O02,ocupacao,0.0
2025-10-01 05:00,O03,ocupacao,0.0
2025-10-01 05:00,T01,temperatura,20.93
2025-10-01 05:00,T02,temperatura,19.34
2025-10-01 05:00,T03,temperatura,20.77
2025-10-01 05:15,L01,luminosidade,26.9
2025-10-01 05:15,L02,luminosidade,136.72
2025-10-01 05:15,L03,luminosidade,4.69
2025-10-01 05:15,O01,ocupacao,0.0
2025-10-01 05:15,O02,ocupacao,0.0
2025-10-01 05:15,O03,ocupacao,0.0
2025-10-01 05:15,T01,temperatura,20.7
2025-10-01 05:15,T02,temperatura,19.81
2025-10-01 05:15,T03,temperatura,20.97
2025-10-01 05:30,L01,luminosidade,35.7
2025-10-01 05:30,L02,luminosidade,23.66
2025-10-01 05:30,L03,luminosidade,0.0
2025-10-01 05:30,O01,ocupacao,0.0
2025-10-01 05:30,O02,ocupacao,0.0
2025-10-01 05:30,O03,ocupacao,0.0
2025-10-01 05:30,T01,temperatura,19.14
2025-10-01 05:30,T02,temperatura,20.39
2025-10-01 05:30,T03,temperatura,19.82
2025-10-01 05:45,L01,luminosidade,0.0
2025-10-01 05:45,L02,luminosidade,35.51
2025-10-01 05:45,L03,luminosidade,4.62
2025-10-01 05:45,O01,ocupacao,0.0
2025-10-01 05:45,O02,ocupacao,0.0
2025-10-01 05:45,O03,ocupacao,0.0
2025-10-01 05:45,T01,temperatura,20.84
2025-10-01 05:45,T02,temperatura,19.73
2025-10-01 05:45,T03,temperatura,19.26
2025-10-01 06:00,L01,luminosidade,28.04
2025-10-01 06:00,L02,luminosidade,54.15
2025-10-01 06:00,L03,luminosidade,52.69
2025-10-01 06:00,O01,ocupacao,0.0
2025-10-01 06:00,O02,ocupacao,0.0
2025-10-01 06:00,O03,ocupacao,0.0
2025-10-01 06:00,T01,temperatura,20.05
2025-10-01 06:00,T02,temperatura,19.09
2025-10-01 06:00,T03,temperatura,20.29
2025-10-01 06:15,L01,luminosidade,43.6
2025-10-01 06:15,L02,luminosidade,71.87
2025-10-01 06:15,L03,luminosidade,0.37
2025-10-01 06:15,O01,ocupacao,0.0
2025-10-01 06:15,O02,ocupacao,0.0
2025-10-01 06:15,O03,ocupacao,0.0
2025-10-01 06:15,T01,temperatura,20.24
2025-10-01 06:15,T02,temperatura,20.21
2025-10-01 06:15,T03,temperatura,20.02
2025-10-01 06:30,L01,luminosidade,0.0
2025-10-01 06:30,L02,luminosidade,0.0
2025-10-01 06:30,L03,luminosidade,4.09
2025-10-01 06:30,O01,ocupacao,0.0
2025-10-01 06:30,O02,ocupacao,0.0
2025-10-01 06:30,O03,ocupacao,0.0
2025-10-01 06:30,T01,temperatura,19.75
2025-10-01 06:30,T02,temperatura,20.61
2025-10-01 06:30,T03,temperatura,19.38
2025-10-01 06:45,L01,luminosidade,0.0
2025-10-01 06:45,L02,luminosidade,78.02
2025-10-01 06:45,L03,luminosidade,6.43
2025-10-01 06:45,O01,ocupacao,0.0
2025-10-01 06:45,O02,ocupacao,0.0
2025-10-01 06:45,O03,ocupacao,0.0
2025-10-01 06:45,T01,temperatura,19.67
2025-10-01 06:45,T02,temperatura,20.06
2025-10-01 06:45,T03,temperatura,19.29
2025-10-01 07:00,L01,luminosidade,549.46
2025-10-01 07:00,L02,luminosidade,660.04
2025-10-01 07:00,L03,luminosidade,617.62
2025-10-01 07:00,O01,ocupacao,0.0
2025-10-01 07:00,O02,ocupacao,1.0
2025-10-01 07:00,O03,ocupacao,1.0
2025-10-01 07:00,T01,temperatura,23.04
2025-10-01 07:00,T02,temperatura,22.48
2025-10-01 07:00,T03,temperatura,24.72
2025-10-01 07:15,L01,luminosidade,557.37
2025-10-01 07:15,L02,luminosidade,589.15
2025-10-01 07:15,L03,luminosidade,492.65
2025-10-01 07:15,O01,ocupacao,0.0
2025-10-01 07:15,O02,ocupacao,0.0
2025-10-01 07:15,O03,ocupacao,1.0
2025-10-01 07:15,T01,temperatura,23.68
2025-10-01 07:15,T02,temperatura,22.38
2025-10-01 07:15,T03,temperatura,24.33
2025-10-01 07:30,L01,luminosidade,624.61
2025-10-01 07:30,L02,luminosidade,525.88
2025-10-01 07:30,L03,luminosidade,583.45
2025-10-01 07:30,O01,ocupacao,0.0
2025-10-01 07:30,O02,ocupacao,1.0
2025-10-01 07:30,O03,ocupacao,0.0
2025-10-01 07:30,T01,temperatura,24.7
2025-10-01 07:30,T02,temperatura,23.83
2025-10-01 07:30,T03,temperatura,21.78
2025-10-01 07:45,L01,luminosidade,375.39
2025-10-01 07:45,L02,luminosidade,517.56
2025-10-01 07:45,L03,luminosidade,506.57
2025-10-01 07:45,O01,ocupacao,1.0
2025-10-01 07:45,O02,ocupacao,0.0
2025-10-01 07:45,O03,ocupacao,0.0
2025-10-01 07:45,T01,temperatura,23.62
2025-10-01 07:45,T02,temperatura,21.96
2025-10-01 07:45,T03,temperatura,22.92
2025-10-01 08:00,L01,luminosidade,646.92
2025-10-01 08:00,L02,luminosidade,606.96
2025-10-01 08:00,L03,luminosidade,640.46
2025-10-01 08:00,O01,ocupacao,0.0
2025-10-01 08:00,O02,ocupacao,1.0
2025-10-01 08:00,O03,ocupacao,1.0
2025-10-01 08:00,T01,temperatura,23.93
2025-10-01 08:00,T02,temperatura,23.01
2025-10-01 08:00,T03,temperatura,22.21
2025-10-01 08:15,L01,luminosidade,658.5
2025-10-01 08:15,L02,luminosidade,676.91
2025-10-01 08:15,L03,luminosidade,649.52
2025-10-01 08:15,O01,ocupacao,0.0
2025-10-01 08:15,O02,ocupacao,1.0
2025-10-01 08:15,O03,ocupacao,1.0
2025-10-01 08:15,T01,temperatura,22.69
2025-10-01 08:15,T02,temperatura,22.51
2025-10-01 08:15,T03,temperatura,24.69
2025-10-01 08:30,L01,luminosidade,531.09
2025-10-01 08:30,L02,luminosidade,603.04
2025-10-01 08:30,L03,luminosidade,578.41
2025-10-01 08:30,O01,ocupacao,1.0
2025-10-01 08:30,O02,ocupacao,0.0
2025-10-01 08:30,O03,ocupacao,1.0
2025-10-01 08:30,T01,temperatura,23.22
2025-10-01 08:30,T02,temperatura,22.5
2025-10-01 08:30,T03,temperatura,22.83
2025-10-01 08:45,L01,luminosidade,608.63
2025-10-01 08:45,L02,luminosidade,554.76
2025-10-01 08:45,L03,luminosidade,583.11
2025-10-01 08:45,O01,ocupacao,1.0
2025-10-01 08:45,O02,ocupacao,1.0
2025-10-01 08:45,O03,ocupacao,0.0
2025-10-01 08:45,T01,temperatura,22.45
2025-10-01 08:45,T02,temperatura,22.5
2025-10-01 08:45,T03,temperatura,23.7
2025-10-01 09:00,L01,luminosidade,730.35
2025-10-01 09:00,L02,luminosidade,666.13
2025-10-01 09:00,L03,luminosidade,699.18
2025-10-01 09:00,O01,ocupacao,1.0
2025-10-01 09:00,O02,ocupacao,1.0
2025-10-01 09:00,O03,ocupacao,0.0
2025-10-01 09:00,T01,temperatura,22.83
2025-10-01 09:00,T02,temperatura,23.88
2025-10-01 09:00,T03,temperatura,23.66
2025-10-01 09:15,L01,luminosidade,806.25
2025-10-01 09:15,L02,luminosidade,663.38
2025-10-01 09:15,L03,luminosidade,730.65
2025-10-01 09:15,O01,ocupacao,1.0
2025-10-01 09:15,O02,ocupacao,1.0
2025-10-01 09:15,O03,ocupacao,1.0
2025-10-01 09:15,T01,temperatura,22.75
2025-10-01 09:15,T02,temperatura,22.78
2025-10-01 09:15,T03,temperatura,22.51
2025-10-01 09:30,L01,luminosidade,532.01
2025-10-01 09:30,L02,luminosidade,494.36
2025-10-01 09:30,L03,luminosidade,576.98
2025-10-01 09:30,O01,ocupacao,1.0
2025-10-01 09:30,O02,ocupacao,1.0
2025-10-01 09:30,O03,ocupacao,1.0
2025-10-01 09:30,T01,temperatura,23.5
2025-10-01 09:30,T02,temperatura,23.5
2025-10-01 09:30,T03,temperatura,22.99
2025-10-01 09:45,L01,luminosidade,575.53
2025-10-01 09:45,L02,luminosidade,593.29
2025-10-01 09:45,L03,luminosidade,608.96
2025-10-01 09:45,O01,ocupacao,1.0
2025-10-01 09:45,O02,ocupacao,1.0
2025-10-01 09:45,O03,ocupacao,0.0
2025-10-01 09:45,T01,temperatura,22.88
2025-10-01 09:45,T02,temperatura,23.49
2025-10-01 09:45,T03,temperatura,24.09
2025-10-01 10:00,L01,luminosidade,598.47
2025-10-01 10:00,L02,luminosidade,656.69
2025-10-01 10:00,L03,luminosidade,625.81
2025-10-01 10:00,O01,ocupacao,1.0
2025-10-01 10:00,O02,ocupacao,1.0
2025-10-01 10:00,O03,ocupacao,1.0
2025-10-01 10:00,T01,temperatura,21.84
2025-10-01 10:00,T02,temperatura,21.87
2025-10-01 10:00,T03,temperatura,22.43
2025-10-01 10:15,L01,luminosidade,740.23
2025-10-01 10:15,L02,luminosidade,726.33
2025-10-01 10:15,L03,luminosidade,706.13
2025-10-01 10:15,O01,ocupacao,1.0
2025-10-01 10:15,O02,ocupacao,1.0
2025-10-01 10:15,O03,ocupacao,0.0
2025-10-01 10:15,T01,temperatura,22.87
2025-10-01 10:15,T02,temperatura,22.45
2025-10-01 10:15,T03,temperatura,22.96
2025-10-01 10:30,L01,luminosidade,539.38
2025-10-01 10:30,L02,luminosidade,563.06
2025-10-01 10:30,L03,luminosidade,610.72
2025-10-01 10:30,O01,ocupacao,1.0
2025-10-01 10:30,O02,ocupacao,1.0
2025-10-01 10:30,O03,ocupacao,1.0
2025-10-01 10:30,T01,temperatura,23.18
2025-10-01 10:30,T02,temperatura,23.01
2025-10-01 10:30,T03,temperatura,23.08
2025-10-01 10:45,L01,luminosidade,522.97
2025-10-01 10:45,L02,luminosidade,475.89
2025-10-01 10:45,L03,luminosidade,416.02
2025-10-01 10:45,O01,ocupacao,1.0
2025-10-01 10:45,O02,ocupacao,1.0
2025-10-01 10:45,O03,ocupacao,1.0
2025-10-01 10:45,T01,temperatura,23.77
2025-10-01 10:45,T02,temperatura,22.91
2025-10-01 10:45,T03,temperatura,23.78
2025-10-01 11:00,L01,luminosidade,508.93
2025-10-01 11:00,L02,luminosidade,578.44
2025-10-01 11:00,L03,luminosidade,487.84
2025-10-01 11:00,O01,ocupacao,0.0
2025-10-01 11:00,O02,ocupacao,0.0
2025-10-01 11:00,O03,ocupacao,1.0
2025-10-01 11:00,T01,temperatura,23.27
2025-10-01 11:00,T02,temperatura,24.5
2025-10-01 11:00,T03,temperatura,23.76
2025-10-01 11:15,L01,luminosidade,568.77
2025-10-01 11:15,L02,luminosidade,640.68
2025-10-01 11:15,L03,luminosidade,619.32
2025-10-01 11:15,O01,ocupacao,0.0
2025-10-01 11:15,O02,ocupacao,0.0
2025-10-01 11:15,O03,ocupacao,1.0
2025-10-01 11:15,T01,temperatura,24.47
2025-10-01 11:15,T02,temperatura,22.94
2025-10-01 11:15,T03,temperatura,22.77
2025-10-01 11:30,L01,luminosidade,581.26
2025-10-01 11:30,L02,luminosidade,634.9
2025-10-01 11:30,L03,luminosidade,550.38
2025-10-01 11:30,O01,ocupacao,0.0
2025-10-01 11:30,O02,ocupacao,1.0
2025-10-01 11:30,O03,ocupacao,1.0
2025-10-01 11:30,T01,temperatura,21.72
2025-10-01 11:30,T02,temperatura,22.52
2025-10-01 11:30,T03,temperatura,23.0
2025-10-01 11:45,L01,luminosidade,518.58
2025-10-01 11:45,L02,luminosidade,545.89
2025-10-01 11:45,L03,luminosidade,636.14
2025-10-01 11:45,O01,ocupacao,1.0
2025-10-01 11:45,O02,ocupacao,1.0
2025-10-01 11:45,O03,ocupacao,0.0
2025-10-01 11:45,T01,temperatura,22.89
2025-10-01 11:45,T02,temperatura,23.85
2025-10-01 11:45,T03,temperatura,24.23
2025-10-01 12:00,L01,luminosidade,709.99
2025-10-01 12:00,L02,luminosidade,746.16
2025-10-01 12:00,L03,luminosidade,629.48
2025-10-01 12:00,O01,ocupacao,1.0
2025-10-01 12:00,O02,ocupacao,1.0
2025-10-01 12:00,O03,ocupacao,1.0
2025-10-01 12:00,T01,temperatura,24.65
2025-10-01 12:00,T02,temperatura,24.4
2025-10-01 12:00,T03,temperatura,22.8
2025-10-01 12:15,L01,luminosidade,664.03
2025-10-01 12:15,L02,luminosidade,680.89
2025-10-01 12:15,L03,luminosidade,562.34
2025-10-01 12:15,O01,ocupacao,1.0
2025-10-01 12:15,O02,ocupacao,1.0
2025-10-01 12:15,O03,ocupacao,1.0
2025-10-01 12:15,T01,temperatura,23.55
2025-10-01 12:15,T02,temperatura,21.62
2025-10-01 12:15,T03,temperatura,24.16
2025-10-01 12:30,L01,luminosidade,494.01
2025-10-01 12:30,L02,luminosidade,592.93
2025-10-01 12:30,L03,luminosidade,532.16
2025-10-01 12:30,O01,ocupacao,1.0
2025-10-01 12:30,O02,ocupacao,1.0
2025-10-01 12:30,O03,ocupacao,1.0
2025-10-01 12:30,T01,temperatura,21.64
2025-10-01 12:30,T02,temperatura,22.96
2025-10-01 12:30,T03,temperatura,23.31
2025-10-01 12:45,L01,luminosidade,645.25
2025-10-01 12:45,L02,luminosidade,762.54
2025-10-01 12:45,L03,luminosidade,643.82
2025-10-01 12:45,O01,ocupacao,1.0
2025-10-01 12:45,O02,ocupacao,1.0
2025-10-01 12:45,O03,ocupacao,1.0
2025-10-01 12:45,T01,temperatura,23.54
2025-10-01 12:45,T02,temperatura,22.12
2025-10-01 12:45,T03,temperatura,23.39
2025-10-01 13:00,L01,luminosidade,489.5
2025-10-01 13:00,L02,luminosidade,457.29
2025-10-01 13:00,L03,luminosidade,615.42
2025-10-01 13:00,O01,ocupacao,1.0
2025-10-01 13:00,O02,ocupacao,1.0
2025-10-01 13:00,O03,ocupacao,1.0
2025-10-01 13:00,T01,temperatura,22.58
2025-10-01 13:00,T02,temperatura,22.37
2025-10-01 13:00,T03,temperatura,22.91
2025-10-01 13:15,L01,luminosidade,570.06
2025-10-01 13:15,L02,luminosidade,513.72
2025-10-01 13:15,L03,luminosidade,479.68
2025-10-01 13:15,O01,ocupacao,1.0
2025-10-01 13:15,O02,ocupacao,1.0
2025-10-01 13:15,O03,ocupacao,1.0
2025-10-01 13:15,T01,temperatura,23.03
2025-10-01 13:15,T02,temperatura,23.68
2025-10-01 13:15,T03,temperatura,22.5
2025-10-01 13:30,L01,luminosidade,778.84
2025-10-01 13:30,L02,luminosidade,680.88
2025-10-01 13:30,L03,luminosidade,618.5
2025-10-01 13:30,O01,ocupacao,1.0
2025-10-01 13:30,O02,ocupacao,1.0
2025-10-01 13:30,O03,ocupacao,1.0
2025-10-01 13:30,T01,temperatura,24.32
2025-10-01 13:30,T02,temperatura,22.8
2025-10-01 13:30,T03,temperatura,23.46
2025-10-01 13:45,L01,luminosidade,482.38
2025-10-01 13:45,L02,luminosidade,476.44
2025-10-01 13:45,L03,luminosidade,497.56
2025-10-01 13:45,O01,ocupacao,0.0
2025-10-01 13:45,O02,ocupacao,1.0
2025-10-01 13:45,O03,ocupacao,1.0
2025-10-01 13:45,T01,temperatura,22.24
2025-10-01 13:45,T02,temperatura,22.85
2025-10-01 13:45,T03,temperatura,22.96
2025-10-01 14:00,L01,luminosidade,607.25
2025-10-01 14:00,L02,luminosidade,558.04
2025-10-01 14:00,L03,luminosidade,479.23
2025-10-01 14:00,O01,ocupacao,1.0
2025-10-01 14:00,O02,ocupacao,1.0
2025-10-01 14:00,O03,ocupacao,1.0
2025-10-01 14:00,T01,temperatura,22.99
2025-10-01 14:00,T02,temperatura,24.18
2025-10-01 14:00,T03,temperatura,23.06
2025-10-01 14:15,L01,luminosidade,608.58
2025-10-01 14:15,L02,luminosidade,584.14
2025-10-01 14:15,L03,luminosidade,590.29
2025-10-01 14:15,O01,ocupacao,1.0
2025-10-01 14:15,O02,ocupacao,1.0
2025-10-01 14:15,O03,ocupacao,1.0
2025-10-01 14:15,T01,temperatura,22.85
2025-10-01 14:15,T02,temperatura,21.47
2025-10-01 14:15,T03,temperatura,23.75
2025-10-01 14:30,L01,luminosidade,547.05
2025-10-01 14:30,L02,luminosidade,531.01
2025-10-01 14:30,L03,luminosidade,521.58
2025-10-01 14:30,O01,ocupacao,0.0
2025-10-01 14:30,O02,ocupacao,0.0
2025-10-01 14:30,O03,ocupacao,0.0
2025-10-01 14:30,T01,temperatura,22.53
2025-10-01 14:30,T02,temperatura,22.31
2025-10-01 14:30,T03,temperatura,23.04
2025-10-01 14:45,L01,luminosidade,652.64
2025-10-01 14:45,L02,luminosidade,744.43
2025-10-01 14:45,L03,luminosidade,723.25
2025-10-01 14:45,O01,ocupacao,1.0
2025-10-01 14:45,O02,ocupacao,1.0
2025-10-01 14:45,O03,ocupacao,1.0
2025-10-01 14:45,T01,temperatura,22.27
2025-10-01 14:45,T02,temperatura,22.42
2025-10-01 14:45,T03,temperatura,22.57
2025-10-01 15:00,L01,luminosidade,616.83
2025-10-01 15:00,L02,luminosidade,558.63
2025-10-01 15:00,L03,luminosidade,635.78
2025-10-01 15:00,O01,ocupacao,1.0
2025-10-01 15:00,O02,ocupacao,1.0
2025-10-01 15:00,O03,ocupacao,1.0
2025-10-01 15:00,T01,temperatura,22.39
2025-10-01 15:00,T02,temperatura,21.56
2025-10-01 15:00,T03,temperatura,21.7
2025-10-01 15:15,L01,luminosidade,589.86
2025-10-01 15:15,L02,luminosidade,607.16
2025-10-01 15:15,L03,luminosidade,590.42
2025-10-01 15:15,O01,ocupacao,1.0
2025-10-01 15:15,O02,ocupacao,1.0
2025-10-01 15:15,O03,ocupacao,1.0
2025-10-01 15:15,T01,temperatura,21.67
2025-10-01 15:15,T02,temperatura,22.88
2025-10-01 15:15,T03,temperatura,22.67
2025-10-01 15:30,L01,luminosidade,556.01
2025-10-01 15:30,L02,luminosidade,543.9
2025-10-01 15:30,L03,luminosidade,610.07
2025-10-01 15:30,O01,ocupacao,1.0
2025-10-01 15:30,O02,ocupacao,1.0
2025-10-01 15:30,O03,ocupacao,1.0
2025-10-01 15:30,T01,temperatura,23.46
2025-10-01 15:30,T02,temperatura,22.84
2025-10-01 15:30,T03,temperatura,23.3
2025-10-01 15:45,L01,luminosidade,695.22
2025-10-01 15:45,L02,luminosidade,533.07
2025-10-01 15:45,L03,luminosidade,661.52
2025-10-01 15:45,O01,ocupacao,0.0
2025-10-01 15:45,O02,ocupacao,1.0
2025-10-01 15:45,O03,ocupacao,0.0
2025-10-01 15:45,T01,temperatura,23.2
2025-10-01 15:45,T02,temperatura,22.75
2025-10-01 15:45,T03,temperatura,22.74
2025-10-01 16:00,L01,luminosidade,572.8
2025-10-01 16:00,L02,luminosidade,655.7
2025-10-01 16:00,L03,luminosidade,588.23
2025-10-01 16:00,O01,ocupacao,1.0
2025-10-01 16:00,O02,ocupacao,1.0
2025-10-01 16:00,O03,ocupacao,0.0
2025-10-01 16:00,T01,temperatura,21.37
2025-10-01 16:00,T02,temperatura,22.19
2025-10-01 16:00,T03,temperatura,21.5
2025-10-01 16:15,L01,luminosidade,641.66
2025-10-01 16:15,L02,luminosidade,569.48
2025-10-01 16:15,L03,luminosidade,593.2
2025-10-01 16:15,O01,ocupacao,1.0
